question,generated_answer,ideal_answer,gt_document,retrieved_docs,retrieved_scores,prec_k,hit_rate,avg_score,max_score,min_score,score_std,rouge_l,bert_score_f1
Каков размер MTU по умолчанию на ViPNet Coordinator HW и как изменить его через CLI?,"По умолчанию размер MTU на ViPNet Coordinator HW составляет 1500 байт. Для изменения размера MTU можно использовать команду `inet ifconfig` с соответствующими параметрами. Например:

```bash
hostname# inet ifconfig <имя интерфейса> mtu <значение MTU>
```

Значение MTU должно быть в диапазоне 1280–9000 байтов.","По умолчанию для передачи данных через сетевой интерфейс используется размер MTU 1500 байт. Чтобы оптимизировать передачку данных через интерфейс, измените размер MTU: hostname# inet ifconfig <имя интерфейса> mtu <значение MTU>.",02 ViPNet Coordinator HW 5. Настройка в CLI.pdf,"['02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '06 ViPNet Coordinator HW 5. История версий.pdf', '04 ViPNet Coordinator HW 5. Справочник.pdf']","[0.7647463083267212, 0.761643648147583, 0.7566630244255066]",0.0,0.0,0.7610176602999369,0.7647463083267212,0.7566630244255066,0.003329541034032489,0.41791044294943197,0.7676330208778381
"Как ViPNet Coordinator HW обеспечивает обработку трафика в локальной сети, разделённой на несколько VLAN, и какой диапазон идентификаторов VLAN используется?","V iPNet Coordinator HW обеспечивает обработку трафика в локальной сети, разделённой на несколько VLAN, путем использования виртуальных сетевых интерфейсов и тегирования трафика в соответствии со стандартом IEEE 802.1Q. Каждая VLAN получает уникальный идентификатор из указанного диапазона.","Вы можете использовать ViPNet Coordinator HW для обработки трафика в физической локальной сети, разделенной на несколько независимых виртуальных локальных сетей — VLAN. Это возможно благодаря поддержке виртуальных сетевых интерфейсов и тегированию (маркировке) трафика в соответствии со стандартом IEEE 802.1Q. Каждой VLAN присваивается идентификатор из диапазона от 1 до 4094 (значения 0 и 4095 зарезервированы).",02 ViPNet Coordinator HW 5. Настройка в CLI.pdf,"['03 ViPNet Coordinator HW 5. Настройка в WEB.pdf', '02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '03 ViPNet Coordinator HW 5. Настройка в WEB.pdf']","[0.8637818694114685, 0.86171555519104, 0.843925952911377]",0.0,0.0,0.8564744591712952,0.8637818694114685,0.843925952911377,0.008913142754038038,0.5176470539792388,0.8505389094352722
Какое подключение координатора HW-2 рекомендуется использовать для защиты трафика внутреннего сегмента локальной сети?,"Для защиты трафика внутреннего сегмента локальной сети, используйте каскадное подключение координатора HW-2, которое обеспечивает автоматическую маршрутизацию защищенного трафика из внутреннего сегмента сети как в локальную, так и в глобальную сеть.","Чтобы защитить трафик внутреннего сегмента локальной сети, используйте каскадное подключение координатора HW-2, которое обеспечивает автоматическую маршрутизацию защищенного трафика из внутреннего сегмента сети как в локальную, так и в глобальную сеть.",02 ViPNet Coordinator HW 5. Настройка в CLI.pdf,"['02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '04 ViPNet Coordinator HW 5. Справочник.pdf', '02 ViPNet Coordinator HW 5. Настройка в CLI.pdf']","[0.8174654245376587, 0.80112224817276, 0.7867881059646606]",0.0,0.0,0.8017919262250265,0.8174654245376587,0.7867881059646606,0.012532911878398898,0.9056603723602706,0.9844580292701721
Как в настройках ViPNet Coordinator HW задаётся видимость защищённых и туннелируемых узлов по реальным или виртуальным IP‑адресам?,"В настройках ViPNet Coordinator HW можно задать видимость узлов по реальным или виртуальным IP-адресам. Это позволяет узлам, туннелируемым другим координатором, подключаться к защищенным и туннелируемым узлам других координаторов по те же IP-адреса, что и ViPNet Coordinator HW.","В настройках ViPNet Coordinator HW вы можете задать видимость защищенных узлов и узлов, туннелируемых другим координатором, по реальным или виртуальным IP-адресам. При этом узлы, туннелируемые ViPNet Coordinator HW, будут подключаться к защищенным и туннелируемым узлам других координаторов по тем же IP-адресам, что и ViPNet Coordinator HW. Например, если в настройках ViPNet Coordinator HW задано использование виртуальных IP-адресов для подключения к определенным защищенным узлам, то узлы, туннелируемые этим ViPNet Coordinator HW, также будут подключаться к ним по виртуальным IP-адресам.",02 ViPNet Coordinator HW 5. Настройка в CLI.pdf,"['02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '06 ViPNet Coordinator HW 5. История версий.pdf', '04 ViPNet Coordinator HW 5. Справочник.pdf']","[0.8647062182426453, 0.8466864824295044, 0.8415558338165283]",0.0,0.0,0.8509828448295593,0.8647062182426453,0.8415558338165283,0.009927373676647946,0.6190476143905896,0.8711076378822327
Для каких целей применяется туннелирование трафика в сети ViPNet и через какой элемент сети оно выполняется?,"Туннелирование трафика в сети ViPNet используется для обеспечения безопасного и надежного передвижения данных между узлами сети. Оно выполняется через координаторы (ViPNet-координаторы), которые обеспечивают контроль и управление трафиком. При этом, туннелирование может быть реализовано как по реальным IP-адресам (при использовании параметра ""real""), так и по виртуальным IP-адресам (при использовании параметра ""virtual"").","Туннелирование применяется для защиты IP-трафика на потенциально опасном участке сети и для доступа к открытому узлу. Туннелирование предполагает направление IP-трафика узла не напрямую на другой узел, а через координатор, где трафик фильтруется и защищается криптографическими методами. Также настройки туннелирования открытых узлов, которые задает администратор сети ViPNet, хранятся на координаторах сети ViPNet, выполняющих туннелирование этих узлов.",02 ViPNet Coordinator HW 5. Настройка в CLI.pdf,"['02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '03 ViPNet Coordinator HW 5. Настройка в WEB.pdf', '02 ViPNet Coordinator HW 5. Настройка в CLI.pdf']","[0.8200957775115967, 0.8152588605880737, 0.8080066442489624]",0.0,0.0,0.8144537607828776,0.8200957775115967,0.8080066442489624,0.004968093197775698,0.15909090410123986,0.7038739323616028
Почему некоторым узлам ViPNet может требоваться несколько адресов доступа и для чего они используются?,"Потребность в нескольких адресах доступа у некоторых узлов ViPNet возникает из-за необходимости обеспечения доступа к различным каналам связи и возможностей использования нескольких интернет-провайдеров. Эти дополнительные адреса позволяют узлам использовать различные каналы связи и провайдеры, что позволяет распределять нагрузку между ними и обеспечивать резервирование каналов при использовании нескольких провайдеров. Таким образом, наличие нескольких адресов доступа у узлов позволяет им эффективно работать в условиях, когда имеются несколько каналов связи и провайдеров.","Каждый узел ViPNet взаимодействует с другим узлом, с которым у него есть связь, по определенному адресу доступа. Однако нередко некоторые узлы подключены к нескольким независимым каналам связи и имеют несколько адресов доступа, каждый из которых может использоваться для связи с другими узлами.",02 ViPNet Coordinator HW 5. Настройка в CLI.pdf,"['02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '03 ViPNet Coordinator HW 5. Настройка в WEB.pdf']","[0.7830910682678223, 0.7703314423561096, 0.7596123218536377]",0.0,0.0,0.7710116108258566,0.7830910682678223,0.7596123218536377,0.009597216789459486,0.15217390815926293,0.704883337020874
Какая проблема может возникать при удалённом подключении клиентов к сетям ViPNet из-за блокировки UDP некоторыми провайдерами и какой протокол обычно остаётся доступным?,При удалённом подключении клиентов к сетям ViPNet из-за блокировки UDP некоторыми провайдерами проблемой может быть невозможность передачи IP-пакетов по протоколу UDP. В таких случаях обычно бывает разрешен доступ только по протоколу TCP через порты 80 (HTTP) и 443 (HTTPS).,"При удаленном подключении клиентов к сетям ViPNet может возникать проблема с передачей IP-пакетов по протоколу UDP из-за того, что данный протокол блокируется некоторыми интернет-провайдерами. Но в этих случаях обычно бывает разрешен доступ только по протоколу TCP через порты 80 (HTTP) и 443 (HTTPS).",02 ViPNet Coordinator HW 5. Настройка в CLI.pdf,"['02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '01 ViPNet Coordinator HW 5. Подготовка к работе.pdf']","[0.8444576859474182, 0.8381496071815491, 0.8152434825897217]",0.0,0.0,0.832616925239563,0.8444576859474182,0.8152434825897217,0.012551901490998512,0.6493506443717323,0.9199749231338501
Для чего используется технология L2OverIP в ViPNet Coordinator HW и какой уровень модели OSI она задействует?,"Для того чтобы понять, почему используется технология L2OverIP в ViPNet Coordinator HW и какой уровень модели OSI она задействует, необходимо рассмотреть контексты, где эта технология применяется:

1. В контексте ""Настройка OSPF"" указано, что использование технологии L2OverIP имеет смысл при выполнении следующих условий:
   - Есть другие OSPF-маршрутизаторы, которые напрямую связаны с ViPNet Coordinator HW;
   - Используется протокол OSPF версии 2;
   - Поддерживается многоадресное вещание (multicast).

2. В контексте ""Применение профиля производительности"" также упоминается использование технологии L2OverIP, но без конкретных условий.

Таким образом, можно сделать вывод, что технология L2OverIP используется в ViPNet Coordinator HW для обеспечения работы OSPF-маршрутизации, которая требует использования протокола OSPF версии 2 и поддержки многоадресного вещания (multicast). Это позволяет создавать сложные сетевые структуры, где различные маршрутизаторы могут работать вместе, обеспечивая эффективное взаимодействие между ними.","ViPNet Coordinator HW поддерживает технологию L2OverIP, которая позволяет организовать защиту удаленных сегментов сети, использующих одно адресное пространство, на канальном уровне модели OSI. В результате сетевые узлы из разных сегментов смогут взаимодействовать друг с другом так, как будто они находятся в одном сегменте с прямой видимостью по MAC-адресам. Такая защита может потребоваться, например, для организации работы территориально распределенных ЦОДов (центров обработки данных), локальные сети которых объединены высокоскоростным каналом связи и представляют собой единый широковещательный домен.",02 ViPNet Coordinator HW 5. Настройка в CLI.pdf,"['02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '03 ViPNet Coordinator HW 5. Настройка в WEB.pdf', '03 ViPNet Coordinator HW 5. Настройка в WEB.pdf']","[0.8040428161621094, 0.7985653877258301, 0.7965457439422607]",0.0,0.0,0.7997179826100668,0.8040428161621094,0.7965457439422607,0.0031673205492743026,0.17341039976477676,0.6715547442436218
Как подключаются сегменты сети при настройке туннелирования на канальном уровне в ViPNet Coordinator HW?,"При настройке туннелирования на канальном уровне в ViPNet Coordinator HW сегменты сети могут быть подключены следующим образом:

1. **Настройка подключения ViPNet Coordinator HW к сети**: Это процесс настраивания связи между устройством ViPNet Coordinator HW и внешней сетью. Он включает в себя определение IP-адресов и маршрутизацию данных через внешнюю сеть.

2. **Настройка сетевых интерфейсов и параметров подключения к сетям 3G/4G, Wi-Fi**: Эти настройки позволяют устройству ViPNet Coordinator HW подключиться к различным типам сетевой инфраструктуры (3G/4G, Wi-Fi) и использовать их как дополнительные каналы для туннелирования.

3. **Настройки сетевых фильтров и правил трансляции адресов**: Эти настройки помогают контролировать входящие и исходящие данные, обеспечивая безопасность и эффективность трафика.

4. **Настройка туннелирования адресов**: Этот процесс позволяет создавать специальные туннели для передачи данных между внутренними сегментами сети и внешней сетью. Это особенно важно для организации защиты удаленных сегментов сети, использующих одно адресное пространство.

Эти шаги обеспечивают возможность туннелирования данных между различными сегментами сети, что является ключевым элементом технологии L2OverIP, реализованной в ViPNet Coordinator HW.","При настройке туннелирования на канальном уровне каждый сегмент сети подключается к одному из сетевых интерфейсов ViPNet Coordinator HW, установленному на границе сегмента. Если сегмент сети состоит из нескольких VLAN, они должны быть объединены с помощью коммутатора в транковый порт, к которому подключается один из сетевых интерфейсов ViPNet Coordinator HW.",02 ViPNet Coordinator HW 5. Настройка в CLI.pdf,"['02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '04 ViPNet Coordinator HW 5. Справочник.pdf', '01 ViPNet Coordinator HW 5. Подготовка к работе.pdf']","[0.8147990703582764, 0.8044358491897583, 0.8012022972106934]",0.0,0.0,0.8068124055862427,0.8147990703582764,0.8012022972106934,0.005799659486323985,0.18791945928741954,0.6931145191192627
"Как с помощью L2OverIP можно объединять сегменты сети, состоящие из нескольких VLAN?","Как с помощью L2OverIP можно объединять сегменты сети, состоящие из нескольких VLAN:

1. Объединение сегментов без VLAN, находящихся за сетевыми интерфейсами класса access.
2. Объединение виртуальных сетевых VLAN из одного сегмента и виртуальных сетевых VLAN из другого сегмента.
3. Объединение всех виртуальных сетевых VLAN из одного сегмента со всеми виртуальными сетями другого сегмента, при этом необходимо указать сетевые интерфейсы класса trunk, за которыми находится виртуальная сеть VLAN.","С помощью L2OverIP можно объединять сегменты сети, состоящие из нескольких VLAN. В каждом сегменте VLAN должны быть объединены с помощью коммутатора в транковый порт, к которому подключается интерфейс ViPNet Coordinator HW.",02 ViPNet Coordinator HW 5. Настройка в CLI.pdf,"['03 ViPNet Coordinator HW 5. Настройка в WEB.pdf', '02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '02 ViPNet Coordinator HW 5. Настройка в CLI.pdf']","[0.8248888254165649, 0.8209119439125061, 0.8177527189254761]",0.0,0.0,0.821184496084849,0.8248888254165649,0.8177527189254761,0.002919670926437522,0.2820512773800132,0.7361263632774353
Каковы основные принципы фильтрации трафика в ViPNet Coordinator HW?,"Основные принципы фильтрации трафика в ViPNet Coordinator HW следующие:

1. Для фильтрации HTTP-трафика используются средства прокси-сервера, как указано в пункте 108 документа ""Настройка с помощью командного интерпретатора"".

2. Максимальное количество сетевых фильтров ограничивается, как указано в пункте 124 документа ""Настройка с помощью командного интерпретатора"". 

3. По умолчанию все транзитный трафик блокируется, но можно создавать транзитные фильтры для управления трафиком, как описано в пункте 124 документа ""Настройка с помощью командного интерпретатора"".","Принципы фильтрации трафика: Все входящие и исходящие открытые и защищенные IP-пакеты обрабатываются сетевыми фильтрами в порядке убывания приоритета этих фильтров. Если IP-пакет соответствует условию одного из фильтров, он пропускается или блокируется этим фильтром; при этом фильтры с более низким приоритетом не применяются. Если IP-пакет был пропущен одним из фильтров, ответные IP-пакеты (включая служебные ICMP-пакеты) в рамках текущего соединения будут пропускаться автоматически. Если IP-пакет не был обработан ни одним из фильтров, он блокируется фильтром по умолчанию.",02 ViPNet Coordinator HW 5. Настройка в CLI.pdf,"['02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '03 ViPNet Coordinator HW 5. Настройка в WEB.pdf', '02 ViPNet Coordinator HW 5. Настройка в CLI.pdf']","[0.78190016746521, 0.7741808891296387, 0.768419623374939]",0.0,0.0,0.7748335599899292,0.78190016746521,0.768419623374939,0.005522725877761172,0.11214952776312365,0.670473575592041
Какие функции выполняет локальный DNS-сервер в составе ViPNet Coordinator HW и какие DNS-серверы используются по умолчанию?,"Локальный DNS-сервер в составе ViPNet Coordinator HW выполняет следующие функции:

1. Преобразование доменных имен в IP-адреса в ответ на собственные запросы.
2. Перенаправление DNS-запросов на вышестоящие DNS-серверы.
3. Передача полученных ответов DNS-клиентам.

По умолчанию используется корпоративный DNS-сервер, который установлен на ViPNet Prime. Кроме того, на самой консоли ViPNet Coordinator HW также можно настроить автоматическую регистрацию на DNS-сервере.","В состав ViPNet Coordinator HW входит локальный DNS-сервер, который преобразует доменные имена в IP-адреса в ответ на собственные запросы и на запросы других сетевых узлов (DNS-клиентов. Локальный DNS-сервер перенаправляет поступающие к нему DNS-запросы на вышестоящие DNS-серверы и передает полученные ответы DNS-клиентам. По умолчанию локальный DNS-сервер преобразует доменные имена с использованием корневых DNS-серверов из домена root-servers.net. Этот список можно дополнить DNS-серверами пересылки (forwarders).",02 ViPNet Coordinator HW 5. Настройка в CLI.pdf,"['03 ViPNet Coordinator HW 5. Настройка в WEB.pdf', '03 ViPNet Coordinator HW 5. Настройка в WEB.pdf', '03 ViPNet Coordinator HW 5. Настройка в WEB.pdf']","[0.829605221748352, 0.827629566192627, 0.8271206617355347]",0.0,0.0,0.8281184832255045,0.829605221748352,0.8271206617355347,0.0010716154512700777,0.379999995018,0.8121042847633362
Что представляют собой карты маршрутов (route maps) в ViPNet Coordinator HW и для чего они используются?,"Карты маршрутов (route maps) в ViPNet Coordinator HW представляют собой набор команд, которые определяют правила маршрутизации данных. Они используются для управления маршрутизацией в сети, позволяя настраивать, какие пути должны быть использованы для передачи данных между различными подсетями. Эти карты маршрутов могут быть использованы для перераспределения статических маршрутов и маршрутов, полученных по DHCP, в протокол OSPF. Всегда помните, что карты маршрутов можно удалить с помощью команды `inet route-map delete`, а также выводить список карт маршрутов с помощью команды `inet route-map show`.","ViPNet Coordinator HW поддерживает карты маршрутов (route maps) — наборы правил, позволяющие фильтровать принимаемые или передаваемые маршруты, а также изменять их атрибуты. Вы можете создавать карты маршрутов и использовать их при настройке перераспределения маршрутов.",02 ViPNet Coordinator HW 5. Настройка в CLI.pdf,"['02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '01 ViPNet Coordinator HW 5. Подготовка к работе.pdf']","[0.7954801321029663, 0.7786287069320679, 0.7771957516670227]",0.0,0.0,0.7837681969006857,0.7954801321029663,0.7771957516670227,0.008302224996337678,0.15053763003815482,0.7540469765663147
Для чего предназначен транспортный сервер MFTP в сети ViPNet и какие обновления он обеспечивает?,"Транспортный сервер MFTP в сети ViPNet предназначен для передачи транспортных конвертов MFTP между связанными узлами сети ViPNet, поддерживающими работу с дистрибутивом ключей dst. Сервер MFTP обеспечивает удаленное обновление на узлах сети:

- Справочников и ключей,
- Программного обеспечения ViPNet,
- Политик безопасности из Policy Management (модуль Prime).","Транспортный сервер MFTP предназначен для передачи транспортных конвертов MFTP между связанными узлами сети ViPNet, поддерживающими работу с дистрибутивом ключей dst. Сервер MFTP обеспечивает удаленное обновление на узлах сети: справочников и ключей, программного обеспечения ViPNet, политик безопасности из Policy Management (модуль Prime).",02 ViPNet Coordinator HW 5. Настройка в CLI.pdf,"['02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '01 ViPNet Coordinator HW 5. Подготовка к работе.pdf', '03 ViPNet Coordinator HW 5. Настройка в WEB.pdf']","[0.7992116212844849, 0.7970027327537537, 0.7966018319129944]",0.0,0.0,0.7976053953170776,0.7992116212844849,0.7966018319129944,0.0011475050514951513,0.8860759443742992,0.9532328248023987
От каких факторов зависит возможность подключения пользователей к веб-интерфейсу ViPNet Coordinator HW и какие способы аутентификации поддерживаются?,"Ответ: Подключение пользователей к веб-интерфейсу ViPNet Coordinator HW зависит от нескольких факторов:

1. **Аутентификационные методы**: Пользователь может быть аутентифицирован через различные среды, такие как Active Directory, LDAP, Kerberos, etc. Эти методы могут быть реализованы через сертифицированную версию ViPNet PKI Client (TLS Unit) при установке.

2. **Доменные службы**: Для использования доменных служб Active Directory требуется настройка учетной записи технологического пользователя в Active Directory.

3. **Платформа Windows**: Наличие Windows 10 или более поздней версии также является обязательным условием для работы ViPNet Coordinator HW.

4. **Поддерживаемые аутентификационные методы**: ViPNet Coordinator HW поддерживает аутентификацию через Active Directory, LDAP, Kerberos, и другие стандартные средства аутентификации.

5. **Технологические требования**: Для работы ViPNet Coordinator HW необходимы определенные технологии, такие как TCP/IP, SSL/TLS, и другие стандарты безопасности.

Способы аутентификации, которые поддерживаются ViPNet Coordinator HW, включают:

- **Active Directory**
- **LDAP**
- **Kerberos**
- **SSL/TLS**

Эти факторы и способы аутентификации являются основными условиями для успешного подключения пользователей к веб-интерфейсу ViPNet Coordinator HW.","Подключение с помощью веб-интерфейса следует выполнять с защищенных узлов ViPNet, связанных с ViPNet Coordinator HW. Возможность подключения пользователей зависит от способа аутентификации: аутентификация по паролю — разрешено для локальных (user и admin) и централизованных пользователей; аутентификация по сертификату — разрешено для локальных пользователей user и admin с паролем их учётных записей (USB-токен при подключении не требуется) и для централизованных пользователей.",03 ViPNet Coordinator HW 5. Настройка в WEB.pdf,"['01 ViPNet Coordinator HW 5. Подготовка к работе.pdf', '03 ViPNet Coordinator HW 5. Настройка в WEB.pdf', '03 ViPNet Coordinator HW 5. Настройка в WEB.pdf']","[0.8329684734344482, 0.8248428106307983, 0.8244950175285339]",0.0,0.0,0.8274354338645935,0.8329684734344482,0.8244950175285339,0.0039150253444628245,0.12903225399875143,0.6652308702468872
Для чего могут использоваться дополнительные IP-адреса на интерфейсе ViPNet Coordinator HW со статическим адресом и классом Access?,"Дополнительные IP-адреса на интерфейсе ViPNet Coordinator HW со статическим IP-адресом и классом Access могут использоваться для разделения сети на логические подсети. Это позволяет контролировать доступ к различным узлам сети, обеспечивая безопасность и управляемость. Например, можно разрешить доступ в интернет только некоторым узлам, тогда как другие узлы остаются защищенными. Важно отметить, что максимальное количество сетевых интерфейсов в ViPNet Coordinator HW ограничивается 128, включая both physical and virtual interfaces, including loopback.","Дополнительные IP-адреса могут быть назначены сетевому интерфейсу со статическим IP-адресом и классом Access. С помощью дополнительных IP-адресов вы можете разделить сеть на логические подсети. Например, чтобы разрешить доступ в интернет только некоторым узлам, когда в остальной сети доступ закрыт.",03 ViPNet Coordinator HW 5. Настройка в WEB.pdf,"['03 ViPNet Coordinator HW 5. Настройка в WEB.pdf', '02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '04 ViPNet Coordinator HW 5. Справочник.pdf']","[0.8479158282279968, 0.8453543782234192, 0.8413988351821899]",0.0,0.0,0.8448896805445353,0.8479158282279968,0.8413988351821899,0.0026807657537034533,0.4040403993592491,0.7843155264854431
В каких исполнениях ViPNet Coordinator HW поддерживается подключение к сети Wi‑Fi и может ли устройство одновременно быть клиентом и точкой доступа?,"Подключение к сети Wi-Fi поддерживается только в исполнениях ViPNet Coordinator HW50 A, B и ViPNet Coordinator HW100 C. Устройство не может simultaneously be a client and a point of access to the Wi-Fi network.","Подключение ViPNet Coordinator HW к сети Wi-Fi возможно только в исполнениях со встроенными Wi-Fi-модулями: ViPNet Coordinator HW HW50 А, B на аппаратной платформе HW50 N2; ViPNet Coordinator HW HW100 C на аппаратной платформе HW100 N2. ViPNet Coordinator HW может также работать в качестве точки доступа сети Wi-Fi (см. Настройка точки доступа сети Wi-Fi). Использование ViPNet Coordinator HW одновременно в качестве клиента и точки доступа Wi-Fi не поддерживается.",03 ViPNet Coordinator HW 5. Настройка в WEB.pdf,"['03 ViPNet Coordinator HW 5. Настройка в WEB.pdf', '02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '01 ViPNet Coordinator HW 5. Подготовка к работе.pdf']","[0.8646800518035889, 0.8536023497581482, 0.8457838892936707]",0.0,0.0,0.8546887636184692,0.8646800518035889,0.8457838892936707,0.007752481783585301,0.4637681110270952,0.7800045013427734
"Как ViPNet Coordinator HW позволяет обрабатывать трафик в сети, разделённой на несколько VLAN, и какой диапазон идентификаторов VLAN используется?","ViPNet Coordinator HW позволяет обрабатывать трафик в физической локальной сети, разделенной на несколько независимых виртуальных локальных сетей — VLAN, благодаря поддержке виртуальных сетевых интерфейсов и тегированию (маркировке) трафика в соответствии со стандартом IEEE 802.1Q. Каждой VLAN присваивается идентификатор из диапазона.","Вы можете использовать ViPNet Coordinator HW для обработки трафика в физической локальной сети, разделенной на несколько независимых виртуальных локальных сетей — VLAN. Это возможно благодаря поддержке виртуальных сетевых интерфейсов и тегированию (маркировке) трафика в соответствии со стандартом IEEE 802.1Q. Каждой VLAN присваивается идентификатор из диапазона от 1 до 4094 (значения 0 и 4095 зарезервированы).",03 ViPNet Coordinator HW 5. Настройка в WEB.pdf,"['03 ViPNet Coordinator HW 5. Настройка в WEB.pdf', '02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '02 ViPNet Coordinator HW 5. Настройка в CLI.pdf']","[0.8453284502029419, 0.8444771766662598, 0.825589656829834]",0.0,0.0,0.8384650945663452,0.8453284502029419,0.825589656829834,0.009110939919995335,0.7865168490089635,0.9207947254180908
Для каких целей используется туннелирование IP‑трафика в сети ViPNet и через какой элемент сети оно выполняется?,"Туннелирование IP-трафика в сети ViPNet используется для обеспечения безопасного и эффективного передачи данных между узлами сети. Оно выполняется через устройство ViPNet Coordinator HW, которое управляет доступом к узлам и определяет, какие узлы могут быть доступны по реальным IP-адресам или виртуальным IP-адресам. Этот процесс позволяет создавать безопасные зоны доступности для узлов, что особенно важно для обеспечения надежности и безопасности в больших сетях.","Туннелирование применяется для защиты IP-трафика на потенциально опасном участке сети и для доступа к открытому узлу. Туннелирование предполагает направление IP-трафика узла не напрямую на другой узел, а через координатор, где трафик фильтруется и защищается криптографическими методами. Также настройки туннелирования открытых узлов, которые задает администратор сети ViPNet, хранятся на координаторах сети ViPNet, выполняющих туннелирование этих узлов.",03 ViPNet Coordinator HW 5. Настройка в WEB.pdf,"['02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '04 ViPNet Coordinator HW 5. Справочник.pdf', '03 ViPNet Coordinator HW 5. Настройка в WEB.pdf']","[0.8492826223373413, 0.8417174220085144, 0.8292378783226013]",0.0,0.0,0.8400793075561523,0.8492826223373413,0.8292378783226013,0.008264805094430712,0.1632653011411913,0.7071216106414795
Для чего используется технология L2OverIP в ViPNet Coordinator HW и какой результат она обеспечивает для удалённых сегментов сети?,"Технология L2OverIP в ViPNet Coordinator HW используется для организации защиты удалённых сегментов сети, использующих одно адресное пространство, на канальном уровне модели OSI. Она позволяет сетевым узлам из разных сегментов взаимодействовать друг с другом.","ViPNet Coordinator HW поддерживает технологию L2OverIP, которая позволяет организовать защиту удаленных сегментов сети, использующих одно адресное пространство, на канальном уровне модели OSI. В результате сетевые узлы из разных сегментов смогут взаимодействовать друг с другом так, как будто они находятся в одном сегменте с прямой видимостью по MAC-адресам. Такая защита может потребоваться, например, для организации работы территориально распределенных ЦОДов (центров обработки данных), локальные сети которых объединены высокоскоростным каналом связи и представляют собой единый широковещательный домен.",03 ViPNet Coordinator HW 5. Настройка в WEB.pdf,"['02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '01 ViPNet Coordinator HW 5. Подготовка к работе.pdf', '06 ViPNet Coordinator HW 5. История версий.pdf']","[0.8362022042274475, 0.8225151300430298, 0.8169131278991699]",0.0,0.0,0.8252101540565491,0.8362022042274475,0.8169131278991699,0.008102036049644719,0.4615384572781066,0.8263514637947083
Где публикуются обновления базы правил IPS для ViPNet Coordinator HW и как может быть организован процесс обновления?,"Где публикуются обновления базы правил IPS для ViPNet Coordinator HW:

- На сервере обновлений ИнфоТеКС.

Как можно организовать процесс обновления:

- Автоматическое обновление по расписанию.
- Вручную выполнение обновления.
- Обновление правил IPS из базы правил с любой датой выпуска, включая более ранние, чем текущая.",Обновления базы правил IPS публикуются на сервере обновлений ИнфоТеКС. Вы можете настроить автоматическое обновление по расписанию или выполнить обновление вручную. Во время обновления работа предотвращения вторжений не прерывается.,03 ViPNet Coordinator HW 5. Настройка в WEB.pdf,"['02 ViPNet Coordinator HW 5. Настройка в CLI.pdf', '01 ViPNet Coordinator HW 5. Подготовка к работе.pdf', '06 ViPNet Coordinator HW 5. История версий.pdf']","[0.8361431956291199, 0.834547758102417, 0.8243618011474609]",0.0,0.0,0.8316842516263326,0.8361431956291199,0.8243618011474609,0.005218560848040312,0.3124999951220704,0.8066424131393433
